FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
638        472   619   2000000      2000000      1.96           100.00%
639        779   468   50000        50000        0.05           100.00%
640        377   774   30000        30000        0.03           100.00%
641        754   262   5000000      5000000      8.80           100.00%
642        809   787   200000       200000       0.30           100.00%
643        796   469   50000        50000        0.21           100.00%
644        711   244   80000        80000        0.20           100.00%
645        310   428   30000000     30000000     29.11          100.00%
646        519   542   80000        80000        0.13           100.00%
647        187   590   30000        30000        0.03           100.00%
648        716   582   2000000      2000000      3.48           100.00%
649        721   565   50000        50000        0.05           100.00%
650        264   651   50000        50000        0.06           100.00%
651        178   486   10000        10000        0.01           100.00%
652        377   721   50000        50000        0.05           100.00%
653        248   807   50000        50000        0.05           100.00%
654        648   288   2000000      2000000      1.75           100.00%
655        542   522   80000        80000        0.09           100.00%
656        175   375   10000        10000        0.04           100.00%
657        587   808   80000        80000        0.20           100.00%
658        719   475   10000        10000        0.02           100.00%
659        797   179   5000000      5000000      5.02           100.00%
660        289   456   30000        30000        0.05           100.00%
661        584   713   10000        10000        0.02           100.00%
662        748   595   1000000      1000000      0.89           100.00%
663        432   584   10000000     10000000     14.78          100.00%
664        646   459   2000000      2000000      1.75           100.00%
665        281   246   30000        30000        0.03           100.00%
666        809   516   200000       200000       0.29           100.00%
667        612   783   30000        30000        0.09           100.00%
668        811   798   5000000      5000000      4.36           100.00%
669        187   314   10000000     10000000     9.90           100.00%
670        464   875   200000       200000       0.52           100.00%
671        310   516   1000000      1000000      3.25           100.00%
672        248   283   2000000      2000000      1.75           100.00%
673        251   310   30000        30000        0.14           100.00%
674        276   261   5000000      5000000      4.39           100.00%
675        753   178   30000        30000        0.05           100.00%
676        647   580   30000        30000        0.03           100.00%
677        260   467   1000000      1000000      1.24           100.00%
678        308   619   50000        50000        0.21           100.00%
679        496   314   200000       200000       0.44           100.00%
680        147   568   80000        80000        0.08           100.00%
681        754   516   80000        80000        0.30           100.00%
682        311   751   50000        50000        0.06           100.00%
683        286   717   80000        80000        0.07           100.00%
684        872   434   2000000      2000000      2.86           100.00%
685        711   521   30000        30000        0.03           100.00%
686        542   617   5000000      5000000      4.68           100.00%
687        618   497   80000        80000        0.13           100.00%
688        291   498   10000        10000        0.02           100.00%
689        458   799   2000000      2000000      1.75           100.00%
690        489   584   23319240     30000000     28.19    (DNF) 77.73%
691        491   720   1000000      1000000      1.21           100.00%
692        453   545   1000000      1000000      0.88           100.00%
693        429   775   50000        50000        0.07           100.00%
694        806   494   1000000      1000000      1.13           100.00%
695        648   750   30000        30000        0.04           100.00%
696        435   648   10000        10000        0.03           100.00%
697        542   810   80000        80000        0.17           100.00%
698        650   802   10000        10000        0.03           100.00%
699        786   490   5000000      5000000      6.85           100.00%
700        493   647   10000000     10000000     9.57           100.00%
701        459   647   1000000      1000000      1.59           100.00%
702        460   875   5000000      5000000      9.25           100.00%
703        544   870   5000000      5000000      8.16           100.00%
704        487   805   80000        80000        0.16           100.00%
705        547   474   30000        30000        0.03           100.00%
706        187   467   1000000      1000000      1.94           100.00%
707        434   522   5000000      5000000      7.04           100.00%
708        185   173   1000000      1000000      0.95           100.00%
709        454   311   10000000     10000000     14.26          100.00%
710        499   714   80000        80000        0.08           100.00%
711        521   178   10000000     10000000     17.20          100.00%
712        461   775   80000        80000        0.08           100.00%
713        569   720   50000        50000        0.09           100.00%
714        183   172   80000        80000        0.08           100.00%
715        492   140   50000        50000        0.05           100.00%
716        716   471   10000000     10000000     10.14          100.00%
717        469   376   80000        80000        0.08           100.00%
718        810   616   80000        80000        0.08           100.00%
719        594   435   80000        80000        0.08           100.00%
720        309   617   30000        30000        0.17           100.00%
721        718   499   200000       200000       0.24           100.00%
722        594   774   10000        10000        0.01           100.00%
723        434   186   5000000      5000000      7.44           100.00%
724        716   796   80000        80000        0.25           100.00%
725        612   142   10000000     10000000     16.10          100.00%
726        262   709   10000        10000        0.02           100.00%
727        469   493   50000        50000        0.13           100.00%
728        279   523   1000000      1000000      2.43           100.00%
729        176   544   10000        10000        0.08           100.00%
730        801   585   30000        30000        0.04           100.00%
731        282   752   80000        80000        0.08           100.00%
732        249   288   50000        50000        0.05           100.00%
733        715   717   30000        30000        0.04           100.00%
734        454   719   5000000      5000000      12.12          100.00%
735        708   175   10000        10000        0.02           100.00%
736        460   772   1000000      1000000      2.65           100.00%
737        713   178   5000000      5000000      5.90           100.00%
738        176   461   1000000      1000000      0.90           100.00%
739        781   183   5000000      5000000      6.10           100.00%
740        543   587   80000        80000        0.24           100.00%
741        430   618   200000       200000       0.31           100.00%
742        314   375   50000        50000        0.05           100.00%
743        432   588   200000       200000       0.24           100.00%
744        809   648   80000        80000        0.08           100.00%
745        485   280   10000        10000        0.02           100.00%
746        544   612   1000000      1000000      1.88           100.00%
747        262   244   10000        10000        0.03           100.00%
748        287   467   22734120     30000000     22.06    (DNF) 75.78%
749        646   785   10000000     10000000     8.71           100.00%
750        781   183   2000000      2000000      3.56           100.00%
751        310   808   30000        30000        0.08           100.00%
752        176   499   50000        50000        0.10           100.00%
753        433   785   10000        10000        0.03           100.00%
754        616   141   30000        30000        0.04           100.00%
755        457   796   5000000      5000000      6.61           100.00%
756        797   487   50000        50000        0.05           100.00%
757        800   650   30000        30000        0.03           100.00%
758        309   265   50000        50000        0.05           100.00%
759        520   715   5000000      5000000      6.03           100.00%
760        286   468   50000        50000        0.05           100.00%
761        467   751   200000       200000       0.20           100.00%
762        431   711   10000        10000        0.02           100.00%
763        494   455   10000        10000        0.02           100.00%
764        286   184   10000000     10000000     9.55           100.00%
765        260   778   10000        10000        0.02           100.00%
766        612   580   13848300     30000000     20.20    (DNF) 46.16%
767        311   261   50000        50000        0.05           100.00%
768        543   284   20000        20000        0.10           100.00%
769        182   290   30000        30000        0.04           100.00%
770        377   431   80000        80000        0.08           100.00%
771        276   143   5000000      5000000      4.38           100.00%
772        472   811   10000000     10000000     8.70           100.00%
773        773   588   2000000      2000000      1.87           100.00%
774        470   779   10000000     10000000     9.05           100.00%
775        755   544   10000000     10000000     8.80           100.00%
776        805   748   50000        50000        0.05           100.00%
777        516   801   80000        80000        0.37           100.00%
778        581   782   1000000      1000000      1.51           100.00%
779        722   455   2000000      2000000      1.75           100.00%
780        141   469   30000        30000        0.03           100.00%
781        291   175   30000        30000        0.06           100.00%
782        471   774   10000        10000        0.04           100.00%
783        798   542   10000        10000        0.02           100.00%
784        140   541   80000        80000        0.08           100.00%
785        174   493   10000000     10000000     8.70           100.00%
786        720   246   30000        30000        0.03           100.00%
787        456   260   80000        80000        0.13           100.00%
788        784   141   10000        10000        0.02           100.00%
789        484   571   30000        30000        0.03           100.00%
790        462   591   10000000     10000000     14.61          100.00%
791        497   589   50000        50000        0.05           100.00%
792        184   648   10000000     10000000     9.17           100.00%
793        613   591   2000000      2000000      3.17           100.00%
794        543   377   10000        10000        0.02           100.00%
795        580   491   20000        20000        0.03           100.00%
796        315   435   80000        80000        0.26           100.00%
797        751   142   10000000     10000000     13.73          100.00%
798        645   718   10000        10000        0.02           100.00%
799        784   581   80000        80000        0.10           100.00%
800        798   497   2000000      2000000      1.99           100.00%
801        289   805   30000        30000        0.04           100.00%
802        797   459   1000000      1000000      0.93           100.00%
803        276   499   20000        20000        0.15           100.00%
804        490   808   80000        80000        0.08           100.00%
805        594   291   1000000      1000000      0.92           100.00%
806        570   250   80000        80000        0.08           100.00%
807        566   471   10000000     10000000     13.91          100.00%
808        717   583   50000        50000        0.24           100.00%
809        180   309   80000        80000        0.08           100.00%
810        460   517   1000000      1000000      0.91           100.00%
811        286   485   80000        80000        0.14           100.00%
812        722   646   30000        30000        0.09           100.00%
813        435   486   80000        80000        0.08           100.00%
814        464   715   80000        80000        0.08           100.00%
815        868   497   5000000      5000000      6.53           100.00%
816        584   711   10000        10000        0.02           100.00%
817        752   463   1000000      1000000      0.93           100.00%
818        871   650   2000000      2000000      3.01           100.00%
819        276   799   50000        50000        0.05           100.00%
820        279   650   10000        10000        0.02           100.00%
821        246   452   2000000      2000000      1.75           100.00%
822        619   248   200000       200000       0.30           100.00%
823        570   187   1000000      1000000      0.95           100.00%
824        376   454   30000        30000        0.11           100.00%
825        470   564   80000        80000        0.24           100.00%
826        475   286   80000        80000        0.09           100.00%
827        290   465   200000       200000       0.34           100.00%
828        592   582   80000        80000        0.09           100.00%
829        869   649   20000        20000        0.10           100.00%
830        462   868   5000000      5000000      10.60          100.00%
831        379   458   1000000      1000000      0.88           100.00%
832        565   374   80000        80000        0.43           100.00%
833        183   804   200000       200000       0.18           100.00%
834        544   868   5000000      5000000      7.98           100.00%
835        751   720   5000000      5000000      9.50           100.00%
836        372   783   10000        10000        0.03           100.00%
837        591   522   30000        30000        0.04           100.00%
838        498   287   5000000      5000000      5.16           100.00%
839        521   311   80000        80000        0.15           100.00%
840        466   291   10000        10000        0.03           100.00%
841        869   143   2000000      2000000      3.68           100.00%
842        372   187   5000000      5000000      4.40           100.00%
843        586   613   30000        30000        0.04           100.00%
844        803   182   20000        20000        0.02           100.00%
845        265   282   2000000      2000000      1.77           100.00%
846        874   143   5000000      5000000      7.81           100.00%
847        467   723   10000        10000        0.02           100.00%
848        569   263   7755600      30000000     11.94    (DNF) 25.85%
849        519   187   50000        50000        0.10           100.00%
850        435   540   80000        80000        0.17           100.00%
851        543   475   200000       200000       0.20           100.00%
852        459   173   200000       200000       0.18           100.00%
853        755   564   10000        10000        0.03           100.00%
854        874   267   50000        50000        0.07           100.00%
855        373   749   80000        80000        0.08           100.00%
856        177   312   30000        30000        0.04           100.00%
857        172   614   20000        20000        0.02           100.00%
858        871   280   5000000      5000000      5.70           100.00%
859        619   546   5000000      5000000      7.64           100.00%
860        781   772   1000000      1000000      1.17           100.00%
861        802   719   30000        30000        0.15           100.00%
862        868   584   50000        50000        0.24           100.00%
863        497   433   9690360      10000000     10.63    (DNF) 96.90%
864        751   311   80000        80000        0.25           100.00%
865        182   492   2000000      2000000      1.86           100.00%
866        713   260   10000        10000        0.02           100.00%
867        468   873   200000       200000       0.30           100.00%
868        434   872   5000000      5000000      4.60           100.00%
869        872   146   2000000      2000000      4.71           100.00%
870        799   467   1000000      1000000      1.59           100.00%
871        716   873   50000        50000        0.10           100.00%
872        246   310   5000000      5000000      6.66           100.00%
873        568   178   5000000      5000000      4.62           100.00%
874        431   752   5000000      5000000      4.40           100.00%
875        755   311   10933740     30000000     9.52     (DNF) 36.45%
876        375   147   10000        10000        0.02           100.00%
877        777   491   30000        30000        0.06           100.00%
878        580   710   5778060      30000000     9.35     (DNF) 19.26%
879        431   314   50000        50000        0.16           100.00%
880        287   776   50000        50000        0.07           100.00%
881        567   472   3133980      5000000      9.19     (DNF) 62.68%
882        799   284   80000        80000        0.13           100.00%
883        279   495   10000        10000        0.08           100.00%
884        473   173   8971380      30000000     8.89     (DNF) 29.90%
885        541   290   1000000      1000000      0.88           100.00%
886        283   376   80000        80000        0.11           100.00%
887        278   872   10000        10000        0.05           100.00%
888        805   571   10000        10000        0.07           100.00%
889        588   266   80000        80000        0.08           100.00%
890        594   519   30000        30000        0.03           100.00%
891        279   875   10000        10000        0.04           100.00%
892        247   496   10000        10000        0.04           100.00%
893        246   619   2000000      2000000      3.77           100.00%
894        615   806   80000        80000        0.08           100.00%
895        612   569   30000        30000        0.05           100.00%
896        281   520   200000       200000       0.25           100.00%
897        718   378   50000        50000        0.05           100.00%
898        246   281   80000        80000        0.58           100.00%
899        570   593   2628900      5000000      7.62     (DNF) 52.58%
900        580   185   10000        10000        0.01           100.00%
901        593   461   5000000      5000000      4.64           100.00%
902        583   146   50000        50000        0.07           100.00%
903        649   617   5000000      5000000      4.36           100.00%
904        495   474   50000        50000        0.05           100.00%
905        458   810   80000        80000        0.08           100.00%
906        798   377   10000        10000        0.02           100.00%
907        466   585   80000        80000        0.13           100.00%
908        591   648   200000       200000       0.18           100.00%
909        141   871   5000000      5000000      4.95           100.00%
910        181   464   4712700      30000000     6.15     (DNF) 15.71%
911        246   491   20000        20000        0.10           100.00%
912        595   486   80000        80000        0.08           100.00%
913        455   475   6418380      10000000     6.00     (DNF) 64.18%
914        429   265   50000        50000        0.05           100.00%
915        710   469   200000       200000       0.29           100.00%
916        546   375   80000        80000        0.08           100.00%
917        748   458   1000000      1000000      1.36           100.00%
918        181   713   2219040      10000000     5.57     (DNF) 22.19%
919        452   755   80000        80000        0.14           100.00%
920        469   458   5000000      5000000      5.36           100.00%
921        787   542   4237980      5000000      5.43     (DNF) 84.76%
922        752   281   10000        10000        0.02           100.00%
923        147   491   1000000      1000000      0.88           100.00%
924        372   186   200000       200000       0.18           100.00%
925        787   181   1653240      2000000      4.88     (DNF) 82.66%
926        787   277   80000        80000        0.34           100.00%
927        612   809   1000000      1000000      1.29           100.00%
928        806   487   4565040      30000000     4.48     (DNF) 15.22%
929        546   432   200000       200000       0.20           100.00%
930        248   473   50000        50000        0.13           100.00%
931        586   246   200000       200000       0.19           100.00%
932        798   467   1000000      1000000      1.38           100.00%
933        491   470   80000        80000        0.10           100.00%
934        431   590   3875040      30000000     3.99     (DNF) 12.92%
935        472   145   20000        20000        0.03           100.00%
936        565   276   4498800      5000000      3.92     (DNF) 89.98%
937        459   580   1000000      1000000      1.38           100.00%
938        251   462   50000        50000        0.21           100.00%
939        872   308   30000        30000        0.03           100.00%
940        285   796   4040640      5000000      3.52     (DNF) 80.81%
941        646   182   2508840      5000000      3.50     (DNF) 50.18%
942        645   433   1000000      1000000      1.83           100.00%
943        175   612   2000000      2000000      2.10           100.00%
944        264   711   3855720      5000000      3.36     (DNF) 77.11%
945        286   583   1000000      1000000      0.88           100.00%
946        772   177   50000        50000        0.23           100.00%
947        144   753   3209880      5000000      2.80     (DNF) 64.20%
948        803   868   2000000      2000000      1.75           100.00%
949        140   454   2000000      2000000      1.79           100.00%
950        284   452   200000       200000       0.18           100.00%
951        874   588   3049800      5000000      2.67     (DNF) 61.00%
952        493   182   1502820      10000000     2.55     (DNF) 15.03%
953        581   146   50000        50000        0.05           100.00%
954        284   542   1000000      1000000      1.83           100.00%
955        244   378   80000        80000        0.08           100.00%
956        183   491   200000       200000       0.19           100.00%
957        262   871   1229580      2000000      2.15     (DNF) 61.48%
958        784   714   1609080      5000000      2.15     (DNF) 32.18%
959        462   247   80000        80000        0.08           100.00%
960        779   142   10000        10000        0.02           100.00%
961        141   496   50000        50000        0.12           100.00%
962        308   433   1282020      10000000     1.85     (DNF) 12.82%
963        310   805   50000        50000        0.05           100.00%
964        721   585   1246140      10000000     1.68     (DNF) 12.46%
965        487   287   1542840      5000000      1.63     (DNF) 30.86%
966        516   779   30000        30000        0.04           100.00%
967        649   432   1224060      30000000     1.10     (DNF) 4.08%
968        431   714   491280       5000000      1.03     (DNF) 9.83%
969        803   545   975660       10000000     0.86     (DNF) 9.76%
970        185   173   10000        10000        0.02           100.00%
971        474   249   10000        10000        0.08           100.00%
972        650   523   10000        10000        0.02           100.00%
973        244   310   10000        10000        0.02           100.00%
974        291   497   20000        20000        0.03           100.00%
975        462   489   30000        30000        0.04           100.00%
976        463   378   184920       5000000      0.17     (DNF) 3.70%
