0,16,32,8.170388746396996e-05
9930,92,42,3.910150580043341e-07
9931,92,43,3.910150580043341e-07
9932,92,44,3.910150580043341e-07
9933,92,45,3.910150580043341e-07
9934,92,46,3.910150580043341e-07
9935,92,47,3.910150580043341e-07
9936,93,32,3.910150580043341e-07
9937,93,33,3.910150580043341e-07
9938,93,34,3.910150580043341e-07
9939,93,35,3.910150580043341e-07
9940,93,36,3.910150580043341e-07
9941,93,37,3.910150580043341e-07
9942,93,38,3.910150580043341e-07
9943,93,39,3.910150580043341e-07
9944,93,40,3.910150580043341e-07
9945,93,41,3.910150580043341e-07
9946,93,42,3.910150580043341e-07
9947,93,43,3.910150580043341e-07
9948,93,44,3.910150580043341e-07
9949,93,45,3.910150580043341e-07
9950,93,46,3.910150580043341e-07
9951,93,47,3.910150580043341e-07
9952,94,32,3.910150580043341e-07
9953,94,33,3.910150580043341e-07
9954,94,34,3.910150580043341e-07
9955,94,35,3.910150580043341e-07
9956,94,36,3.910150580043341e-07
9957,94,37,3.910150580043341e-07
9958,94,38,3.910150580043341e-07
9959,94,39,3.910150580043341e-07
9960,94,40,3.910150580043341e-07
9961,94,41,3.910150580043341e-07
9962,94,42,3.910150580043341e-07
9963,94,43,3.910150580043341e-07
9964,94,44,3.910150580043341e-07
9965,94,45,3.910150580043341e-07
9966,94,46,3.910150580043341e-07
9967,94,47,3.910150580043341e-07
9968,95,32,3.910150580043341e-07
9969,95,33,3.910150580043341e-07
9970,95,34,3.910150580043341e-07
9971,95,35,3.910150580043341e-07
9972,95,36,3.910150580043341e-07
9973,95,37,3.910150580043341e-07
9974,95,38,3.910150580043341e-07
9975,95,39,3.910150580043341e-07
9976,95,40,3.910150580043341e-07
9977,95,41,3.910150580043341e-07
9978,95,42,3.910150580043341e-07
9979,95,43,3.910150580043341e-07
9980,95,44,3.910150580043341e-07
9981,95,45,3.910150580043341e-07
9982,95,46,3.910150580043341e-07
9983,95,47,3.910150580043341e-07
9984,80,48,3.3223489294238295e-05
9985,80,49,3.3223489294238295e-05
9986,80,50,3.3223489294238295e-05
9987,80,51,3.3223489294238295e-05
9988,80,52,3.3223489294238295e-05
9989,80,53,3.3223489294238295e-05
9990,80,54,3.3223489294238295e-05
9991,80,55,3.3223489294238295e-05
9992,80,56,3.3223489294238295e-05
9993,80,57,3.3223489294238295e-05
9994,80,58,3.3223489294238295e-05
9995,80,59,3.3223489294238295e-05
9996,80,60,3.3223489294238295e-05
9997,80,61,3.3223489294238295e-05
9998,80,62,3.3223489294238295e-05
9999,80,63,3.3223489294238295e-05
10000,81,48,3.3223489294238295e-05
10001,81,49,3.3223489294238295e-05
10002,81,50,3.3223489294238295e-05
10003,81,51,3.3223489294238295e-05
10004,81,52,3.3223489294238295e-05
10005,81,53,3.3223489294238295e-05
10006,81,54,3.3223489294238295e-05
10007,81,55,3.3223489294238295e-05
10008,81,56,3.3223489294238295e-05
10009,81,57,3.3223489294238295e-05
10010,81,58,3.3223489294238295e-05
10011,81,59,3.3223489294238295e-05
10012,81,60,3.3223489294238295e-05
10013,81,61,3.3223489294238295e-05
10014,81,62,3.3223489294238295e-05
10015,81,63,3.3223489294238295e-05
10016,82,48,3.3223489294238295e-05
10017,82,49,3.3223489294238295e-05
10018,82,50,3.3223489294238295e-05
10019,82,51,3.3223489294238295e-05
10020,82,52,3.3223489294238295e-05
10021,82,53,3.3223489294238295e-05
10022,82,54,3.3223489294238295e-05
10023,82,55,3.3223489294238295e-05
10024,82,56,3.3223489294238295e-05
10025,82,57,3.3223489294238295e-05
10026,82,58,3.3223489294238295e-05
10027,82,59,3.3223489294238295e-05
10028,82,60,3.3223489294238295e-05
10029,82,61,3.3223489294238295e-05
10030,82,62,3.3223489294238295e-05
10031,82,63,3.3223489294238295e-05
10032,83,48,3.3223489294238295e-05
10033,83,49,3.3223489294238295e-05
10034,83,50,3.3223489294238295e-05
10035,83,51,3.3223489294238295e-05
10036,83,52,3.3223489294238295e-05
10037,83,53,3.3223489294238295e-05
10038,83,54,3.3223489294238295e-05
10039,83,55,3.3223489294238295e-05
10040,83,56,3.3223489294238295e-05
10041,83,57,3.3223489294238295e-05
10042,83,58,3.3223489294238295e-05
10043,83,59,3.3223489294238295e-05
10044,83,60,3.3223489294238295e-05
10045,83,61,3.3223489294238295e-05
10046,83,62,3.3223489294238295e-05
10047,83,63,3.3223489294238295e-05
10048,84,48,3.3223489294238295e-05
10049,84,49,3.3223489294238295e-05
10050,84,50,3.3223489294238295e-05
10051,84,51,3.3223489294238295e-05
10052,84,52,3.3223489294238295e-05
10053,84,53,3.3223489294238295e-05
10054,84,54,3.3223489294238295e-05
10055,84,55,3.3223489294238295e-05
10056,84,56,3.3223489294238295e-05
10057,84,57,3.3223489294238295e-05
10058,84,58,3.3223489294238295e-05
10059,84,59,3.3223489294238295e-05
10060,84,60,3.3223489294238295e-05
10061,84,61,3.3223489294238295e-05
10062,84,62,3.3223489294238295e-05
10063,84,63,3.3223489294238295e-05
10064,85,48,3.3223489294238295e-05
10065,85,49,3.3223489294238295e-05
10066,85,50,3.3223489294238295e-05
10067,85,51,3.3223489294238295e-05
10068,85,52,3.3223489294238295e-05
10069,85,53,3.3223489294238295e-05
10070,85,54,3.3223489294238295e-05
10071,85,55,3.3223489294238295e-05
10072,85,56,3.3223489294238295e-05
10073,85,57,3.3223489294238295e-05
10074,85,58,3.3223489294238295e-05
10075,85,59,3.3223489294238295e-05
10076,85,60,3.3223489294238295e-05
10077,85,61,3.3223489294238295e-05
10078,85,62,3.3223489294238295e-05
10079,85,63,3.3223489294238295e-05
10080,86,48,3.3223489294238295e-05
10081,86,49,3.3223489294238295e-05
10082,86,50,3.3223489294238295e-05
10083,86,51,3.3223489294238295e-05
10084,86,52,3.3223489294238295e-05
10085,86,53,3.3223489294238295e-05
10086,86,54,3.3223489294238295e-05
10087,86,55,3.3223489294238295e-05
10088,86,56,3.3223489294238295e-05
10089,86,57,3.3223489294238295e-05
10090,86,58,3.3223489294238295e-05
10091,86,59,3.3223489294238295e-05
10092,86,60,3.3223489294238295e-05
10093,86,61,3.3223489294238295e-05
10094,86,62,3.3223489294238295e-05
10095,86,63,3.3223489294238295e-05
10096,87,48,3.3223489294238295e-05
10097,87,49,3.3223489294238295e-05
10098,87,50,3.3223489294238295e-05
10099,87,51,3.3223489294238295e-05
10100,87,52,3.3223489294238295e-05
10101,87,53,3.3223489294238295e-05
10102,87,54,3.3223489294238295e-05
10103,87,55,3.3223489294238295e-05
10104,87,56,3.3223489294238295e-05
10105,87,57,3.3223489294238295e-05
10106,87,58,3.3223489294238295e-05
10107,87,59,3.3223489294238295e-05
10108,87,60,3.3223489294238295e-05
10109,87,61,3.3223489294238295e-05
10110,87,62,3.3223489294238295e-05
10111,87,63,3.3223489294238295e-05
10112,88,48,3.3223489294238295e-05
10113,88,49,3.3223489294238295e-05
10114,88,50,3.3223489294238295e-05
10115,88,51,3.3223489294238295e-05
10116,88,52,3.3223489294238295e-05
10117,88,53,3.3223489294238295e-05
10118,88,54,3.3223489294238295e-05
10119,88,55,3.3223489294238295e-05
10120,88,56,3.3223489294238295e-05
10121,88,57,3.3223489294238295e-05
10122,88,58,3.3223489294238295e-05
10123,88,59,3.3223489294238295e-05
10124,88,60,3.3223489294238295e-05
10125,88,61,3.3223489294238295e-05
10126,88,62,3.3223489294238295e-05
10127,88,63,3.3223489294238295e-05
10128,89,48,3.3223489294238295e-05
10129,89,49,3.3223489294238295e-05
10130,89,50,3.3223489294238295e-05
10131,89,51,3.3223489294238295e-05
10132,89,52,3.3223489294238295e-05
10133,89,53,3.3223489294238295e-05
10134,89,54,3.3223489294238295e-05
10135,89,55,3.3223489294238295e-05
10136,89,56,3.3223489294238295e-05
10137,89,57,3.3223489294238295e-05
10138,89,58,3.3223489294238295e-05
10139,89,59,3.3223489294238295e-05
10140,89,60,3.3223489294238295e-05
10141,89,61,3.3223489294238295e-05
10142,89,62,3.3223489294238295e-05
10143,89,63,3.3223489294238295e-05
10144,90,48,3.3223489294238295e-05
10145,90,49,3.3223489294238295e-05
10146,90,50,3.3223489294238295e-05
10147,90,51,3.3223489294238295e-05
10148,90,52,3.3223489294238295e-05
10149,90,53,3.3223489294238295e-05
10150,90,54,3.3223489294238295e-05
10151,90,55,3.3223489294238295e-05
10152,90,56,3.3223489294238295e-05
10153,90,57,3.3223489294238295e-05
10154,90,58,3.3223489294238295e-05
10155,90,59,3.3223489294238295e-05
10156,90,60,3.3223489294238295e-05
10157,90,61,3.3223489294238295e-05
10158,90,62,3.3223489294238295e-05
10159,90,63,3.3223489294238295e-05
10160,91,48,3.3223489294238295e-05
10161,91,49,3.3223489294238295e-05
10162,91,50,3.3223489294238295e-05
10163,91,51,3.3223489294238295e-05
10164,91,52,3.3223489294238295e-05
10165,91,53,3.3223489294238295e-05
10166,91,54,3.3223489294238295e-05
10167,91,55,3.3223489294238295e-05
10168,91,56,3.3223489294238295e-05
10169,91,57,3.3223489294238295e-05
10170,91,58,3.3223489294238295e-05
10171,91,59,3.3223489294238295e-05
10172,91,60,3.3223489294238295e-05
10173,91,61,3.3223489294238295e-05
10174,91,62,3.3223489294238295e-05
10175,91,63,3.3223489294238295e-05
10176,92,48,3.3223489294238295e-05
10177,92,49,3.3223489294238295e-05
10178,92,50,3.3223489294238295e-05
10179,92,51,3.3223489294238295e-05
10180,92,52,3.3223489294238295e-05
10181,92,53,3.3223489294238295e-05
10182,92,54,3.3223489294238295e-05
10183,92,55,3.3223489294238295e-05
10184,92,56,3.3223489294238295e-05
10185,92,57,3.3223489294238295e-05
10186,92,58,3.3223489294238295e-05
10187,92,59,3.3223489294238295e-05
10188,92,60,3.3223489294238295e-05
10189,92,61,3.3223489294238295e-05
10190,92,62,3.3223489294238295e-05
10191,92,63,3.3223489294238295e-05
10192,93,48,3.3223489294238295e-05
10193,93,49,3.3223489294238295e-05
10194,93,50,3.3223489294238295e-05
10195,93,51,3.3223489294238295e-05
10196,93,52,3.3223489294238295e-05
10197,93,53,3.3223489294238295e-05
10198,93,54,3.3223489294238295e-05
10199,93,55,3.3223489294238295e-05
10200,93,56,3.3223489294238295e-05
10201,93,57,3.3223489294238295e-05
10202,93,58,3.3223489294238295e-05
10203,93,59,3.3223489294238295e-05
10204,93,60,3.3223489294238295e-05
10205,93,61,3.3223489294238295e-05
10206,93,62,3.3223489294238295e-05
10207,93,63,3.3223489294238295e-05
10208,94,48,3.3223489294238295e-05
10209,94,49,3.3223489294238295e-05
10210,94,50,3.3223489294238295e-05
10211,94,51,3.3223489294238295e-05
10212,94,52,3.3223489294238295e-05
10213,94,53,3.3223489294238295e-05
10214,94,54,3.3223489294238295e-05
10215,94,55,3.3223489294238295e-05
10216,94,56,3.3223489294238295e-05
10217,94,57,3.3223489294238295e-05
10218,94,58,3.3223489294238295e-05
10219,94,59,3.3223489294238295e-05
10220,94,60,3.3223489294238295e-05
10221,94,61,3.3223489294238295e-05
10222,94,62,3.3223489294238295e-05
10223,94,63,3.3223489294238295e-05
10224,95,48,3.3223489294238295e-05
10225,95,49,3.3223489294238295e-05
10226,95,50,3.3223489294238295e-05
10227,95,51,3.3223489294238295e-05
10228,95,52,3.3223489294238295e-05
10229,95,53,3.3223489294238295e-05
10230,95,54,3.3223489294238295e-05
10231,95,55,3.3223489294238295e-05
10232,95,56,3.3223489294238295e-05
10233,95,57,3.3223489294238295e-05
10234,95,58,3.3223489294238295e-05
10235,95,59,3.3223489294238295e-05
10236,95,60,3.3223489294238295e-05
10237,95,61,3.3223489294238295e-05
10238,95,62,3.3223489294238295e-05
10239,95,63,3.3223489294238295e-05
10240,80,96,9.724476100020119e-05
10241,80,97,9.724476100020119e-05
10242,80,98,9.724476100020119e-05
10243,80,99,9.724476100020119e-05
10244,80,100,9.724476100020119e-05
10245,80,101,9.724476100020119e-05
10246,80,102,9.724476100020119e-05
10247,80,103,9.724476100020119e-05
10248,80,104,9.724476100020119e-05
10249,80,105,9.724476100020119e-05
10250,80,106,9.724476100020119e-05
10251,80,107,9.724476100020119e-05
10252,80,108,9.724476100020119e-05
10253,80,109,9.724476100020119e-05
10254,80,110,9.724476100020119e-05
10255,80,111,9.724476100020119e-05
10256,81,96,9.724476100020119e-05
10257,81,97,9.724476100020119e-05
10258,81,98,9.724476100020119e-05
10259,81,99,9.724476100020119e-05
10260,81,100,9.724476100020119e-05
10261,81,101,9.724476100020119e-05
10262,81,102,9.724476100020119e-05
10263,81,103,9.724476100020119e-05
10264,81,104,9.724476100020119e-05
10265,81,105,9.724476100020119e-05
10266,81,106,9.724476100020119e-05
10267,81,107,9.724476100020119e-05
10268,81,108,9.724476100020119e-05
10269,81,109,9.724476100020119e-05
10270,81,110,9.724476100020119e-05
10271,81,111,9.724476100020119e-05
10272,82,96,9.724476100020119e-05
10273,82,97,9.724476100020119e-05
10274,82,98,9.724476100020119e-05
10275,82,99,9.724476100020119e-05
10276,82,100,9.724476100020119e-05
10277,82,101,9.724476100020119e-05
10278,82,102,9.724476100020119e-05
10279,82,103,9.724476100020119e-05
10280,82,104,9.724476100020119e-05
10281,82,105,9.724476100020119e-05
10282,82,106,9.724476100020119e-05
10283,82,107,9.724476100020119e-05
10284,82,108,9.724476100020119e-05
10285,82,109,9.724476100020119e-05
10286,82,110,9.724476100020119e-05
10287,82,111,9.724476100020119e-05
10288,83,96,9.724476100020119e-05
10289,83,97,9.724476100020119e-05
10290,83,98,9.724476100020119e-05
10291,83,99,9.724476100020119e-05
10292,83,100,9.724476100020119e-05
10293,83,101,9.724476100020119e-05
10294,83,102,9.724476100020119e-05
10295,83,103,9.724476100020119e-05
10296,83,104,9.724476100020119e-05
10297,83,105,9.724476100020119e-05
10298,83,106,9.724476100020119e-05
10299,83,107,9.724476100020119e-05
10300,83,108,9.724476100020119e-05
10301,83,109,9.724476100020119e-05
10302,83,110,9.724476100020119e-05
10303,83,111,9.724476100020119e-05
10304,84,96,9.724476100020119e-05
10305,84,97,9.724476100020119e-05
10306,84,98,9.724476100020119e-05
10307,84,99,9.724476100020119e-05
10308,84,100,9.724476100020119e-05
10309,84,101,9.724476100020119e-05
10310,84,102,9.724476100020119e-05
10311,84,103,9.724476100020119e-05
10312,84,104,9.724476100020119e-05
10313,84,105,9.724476100020119e-05
10314,84,106,9.724476100020119e-05
10315,84,107,9.724476100020119e-05
10316,84,108,9.724476100020119e-05
10317,84,109,9.724476100020119e-05
10318,84,110,9.724476100020119e-05
10319,84,111,9.724476100020119e-05
10320,85,96,9.724476100020119e-05
10321,85,97,9.724476100020119e-05
10322,85,98,9.724476100020119e-05
10323,85,99,9.724476100020119e-05
10324,85,100,9.724476100020119e-05
10325,85,101,9.724476100020119e-05
10326,85,102,9.724476100020119e-05
10327,85,103,9.724476100020119e-05
10328,85,104,9.724476100020119e-05
10329,85,105,9.724476100020119e-05
10330,85,106,9.724476100020119e-05
10331,85,107,9.724476100020119e-05
10332,85,108,9.724476100020119e-05
10333,85,109,9.724476100020119e-05
10334,85,110,9.724476100020119e-05
10335,85,111,9.724476100020119e-05
10336,86,96,9.724476100020119e-05
10337,86,97,9.724476100020119e-05
10338,86,98,9.724476100020119e-05
10339,86,99,9.724476100020119e-05
10340,86,100,9.724476100020119e-05
10341,86,101,9.724476100020119e-05
10342,86,102,9.724476100020119e-05
10343,86,103,9.724476100020119e-05
10344,86,104,9.724476100020119e-05
10345,86,105,9.724476100020119e-05
10346,86,106,9.724476100020119e-05
10347,86,107,9.724476100020119e-05
10348,86,108,9.724476100020119e-05
10349,86,109,9.724476100020119e-05
10350,86,110,9.724476100020119e-05
10351,86,111,9.724476100020119e-05
10352,87,96,9.724476100020119e-05
10353,87,97,9.724476100020119e-05
10354,87,98,9.724476100020119e-05
10355,87,99,9.724476100020119e-05
10356,87,100,9.724476100020119e-05
10357,87,101,9.724476100020119e-05
10358,87,102,9.724476100020119e-05
10359,87,103,9.724476100020119e-05
10360,87,104,9.724476100020119e-05
10361,87,105,9.724476100020119e-05
10362,87,106,9.724476100020119e-05
10363,87,107,9.724476100020119e-05
10364,87,108,9.724476100020119e-05
10365,87,109,9.724476100020119e-05
10366,87,110,9.724476100020119e-05
10367,87,111,9.724476100020119e-05
10368,88,96,9.724476100020119e-05
10369,88,97,9.724476100020119e-05
10370,88,98,9.724476100020119e-05
10371,88,99,9.724476100020119e-05
10372,88,100,9.724476100020119e-05
10373,88,101,9.724476100020119e-05
10374,88,102,9.724476100020119e-05
10375,88,103,9.724476100020119e-05
10376,88,104,9.724476100020119e-05
10377,88,105,9.724476100020119e-05
10378,88,106,9.724476100020119e-05
10379,88,107,9.724476100020119e-05
10380,88,108,9.724476100020119e-05
10381,88,109,9.724476100020119e-05
10382,88,110,9.724476100020119e-05
10383,88,111,9.724476100020119e-05
10384,89,96,9.724476100020119e-05
10385,89,97,9.724476100020119e-05
10386,89,98,9.724476100020119e-05
10387,89,99,9.724476100020119e-05
10388,89,100,9.724476100020119e-05
10389,89,101,9.724476100020119e-05
10390,89,102,9.724476100020119e-05
10391,89,103,9.724476100020119e-05
10392,89,104,9.724476100020119e-05
10393,89,105,9.724476100020119e-05
10394,89,106,9.724476100020119e-05
10395,89,107,9.724476100020119e-05
10396,89,108,9.724476100020119e-05
10397,89,109,9.724476100020119e-05
10398,89,110,9.724476100020119e-05
10399,89,111,9.724476100020119e-05
10400,90,96,9.724476100020119e-05
10401,90,97,9.724476100020119e-05
10402,90,98,9.724476100020119e-05
10403,90,99,9.724476100020119e-05
10404,90,100,9.724476100020119e-05
10405,90,101,9.724476100020119e-05
10406,90,102,9.724476100020119e-05
10407,90,103,9.724476100020119e-05
10408,90,104,9.724476100020119e-05
10409,90,105,9.724476100020119e-05
10410,90,106,9.724476100020119e-05
10411,90,107,9.724476100020119e-05
10412,90,108,9.724476100020119e-05
10413,90,109,9.724476100020119e-05
10414,90,110,9.724476100020119e-05
10415,90,111,9.724476100020119e-05
10416,91,96,9.724476100020119e-05
10417,91,97,9.724476100020119e-05
10418,91,98,9.724476100020119e-05
10419,91,99,9.724476100020119e-05
10420,91,100,9.724476100020119e-05
10421,91,101,9.724476100020119e-05
10422,91,102,9.724476100020119e-05
10423,91,103,9.724476100020119e-05
10424,91,104,9.724476100020119e-05
10425,91,105,9.724476100020119e-05
10426,91,106,9.724476100020119e-05
10427,91,107,9.724476100020119e-05
10428,91,108,9.724476100020119e-05
10429,91,109,9.724476100020119e-05
10430,91,110,9.724476100020119e-05
10431,91,111,9.724476100020119e-05
10432,92,96,9.724476100020119e-05
10433,92,97,9.724476100020119e-05
10434,92,98,9.724476100020119e-05
10435,92,99,9.724476100020119e-05
10436,92,100,9.724476100020119e-05
10437,92,101,9.724476100020119e-05
10438,92,102,9.724476100020119e-05
10439,92,103,9.724476100020119e-05
10440,92,104,9.724476100020119e-05
10441,92,105,9.724476100020119e-05
10442,92,106,9.724476100020119e-05
10443,92,107,9.724476100020119e-05
10444,92,108,9.724476100020119e-05
10445,92,109,9.724476100020119e-05
10446,92,110,9.724476100020119e-05
10447,92,111,9.724476100020119e-05
10448,93,96,9.724476100020119e-05
10449,93,97,9.724476100020119e-05
10450,93,98,9.724476100020119e-05
10451,93,99,9.724476100020119e-05
10452,93,100,9.724476100020119e-05
10453,93,101,9.724476100020119e-05
10454,93,102,9.724476100020119e-05
10455,93,103,9.724476100020119e-05
10456,93,104,9.724476100020119e-05
10457,93,105,9.724476100020119e-05
10458,93,106,9.724476100020119e-05
10459,93,107,9.724476100020119e-05
10460,93,108,9.724476100020119e-05
10461,93,109,9.724476100020119e-05
10462,93,110,9.724476100020119e-05
10463,93,111,9.724476100020119e-05
10464,94,96,9.724476100020119e-05
10465,94,97,9.724476100020119e-05
10466,94,98,9.724476100020119e-05
10467,94,99,9.724476100020119e-05
10468,94,100,9.724476100020119e-05
10469,94,101,9.724476100020119e-05
10470,94,102,9.724476100020119e-05
10471,94,103,9.724476100020119e-05
10472,94,104,9.724476100020119e-05
10473,94,105,9.724476100020119e-05
10474,94,106,9.724476100020119e-05
10475,94,107,9.724476100020119e-05
10476,94,108,9.724476100020119e-05
10477,94,109,9.724476100020119e-05
10478,94,110,9.724476100020119e-05
10479,94,111,9.724476100020119e-05
10480,95,96,9.724476100020119e-05
10481,95,97,9.724476100020119e-05
10482,95,98,9.724476100020119e-05
10483,95,99,9.724476100020119e-05
10484,95,100,9.724476100020119e-05
10485,95,101,9.724476100020119e-05
10486,95,102,9.724476100020119e-05
10487,95,103,9.724476100020119e-05
10488,95,104,9.724476100020119e-05
10489,95,105,9.724476100020119e-05
10490,95,106,9.724476100020119e-05
10491,95,107,9.724476100020119e-05
10492,95,108,9.724476100020119e-05
10493,95,109,9.724476100020119e-05
10494,95,110,9.724476100020119e-05
10495,95,111,9.724476100020119e-05
10496,80,112,4.832666062706571e-05
10497,80,113,4.832666062706571e-05
10498,80,114,4.832666062706571e-05
10499,80,115,4.832666062706571e-05
10500,80,116,4.832666062706571e-05
10501,80,117,4.832666062706571e-05
10502,80,118,4.832666062706571e-05
10503,80,119,4.832666062706571e-05
10504,80,120,4.832666062706571e-05
10505,80,121,4.832666062706571e-05
10506,80,122,4.832666062706571e-05
10507,80,123,4.832666062706571e-05
10508,80,124,4.832666062706571e-05
10509,80,125,4.832666062706571e-05
10510,80,126,4.832666062706571e-05
10511,80,127,4.832666062706571e-05
10512,81,112,4.832666062706571e-05
10513,81,113,4.832666062706571e-05
10514,81,114,4.832666062706571e-05
10515,81,115,4.832666062706571e-05
10516,81,116,4.832666062706571e-05
10517,81,117,4.832666062706571e-05
10518,81,118,4.832666062706571e-05
10519,81,119,4.832666062706571e-05
10520,81,120,4.832666062706571e-05
10521,81,121,4.832666062706571e-05
10522,81,122,4.832666062706571e-05
10523,81,123,4.832666062706571e-05
10524,81,124,4.832666062706571e-05
10525,81,125,4.832666062706571e-05
10526,81,126,4.832666062706571e-05
10527,81,127,4.832666062706571e-05
10528,82,112,4.832666062706571e-05
10529,82,113,4.832666062706571e-05
10530,82,114,4.832666062706571e-05
10531,82,115,4.832666062706571e-05
10532,82,116,4.832666062706571e-05
10533,82,117,4.832666062706571e-05
10534,82,118,4.832666062706571e-05
10535,82,119,4.832666062706571e-05
10536,82,120,4.832666062706571e-05
10537,82,121,4.832666062706571e-05
10538,82,122,4.832666062706571e-05
10539,82,123,4.832666062706571e-05
10540,82,124,4.832666062706571e-05
10541,82,125,4.832666062706571e-05
10542,82,126,4.832666062706571e-05
10543,82,127,4.832666062706571e-05
10544,83,112,4.832666062706571e-05
10545,83,113,4.832666062706571e-05
10546,83,114,4.832666062706571e-05
10547,83,115,4.832666062706571e-05
10548,83,116,4.832666062706571e-05
10549,83,117,4.832666062706571e-05
10550,83,118,4.832666062706571e-05
10551,83,119,4.832666062706571e-05
10552,83,120,4.832666062706571e-05
10553,83,121,4.832666062706571e-05
10554,83,122,4.832666062706571e-05
10555,83,123,4.832666062706571e-05
10556,83,124,4.832666062706571e-05
10557,83,125,4.832666062706571e-05
10558,83,126,4.832666062706571e-05
10559,83,127,4.832666062706571e-05
10560,84,112,4.832666062706571e-05
10561,84,113,4.832666062706571e-05
10562,84,114,4.832666062706571e-05
10563,84,115,4.832666062706571e-05
10564,84,116,4.832666062706571e-05
10565,84,117,4.832666062706571e-05
10566,84,118,4.832666062706571e-05
10567,84,119,4.832666062706571e-05
10568,84,120,4.832666062706571e-05
10569,84,121,4.832666062706571e-05
10570,84,122,4.832666062706571e-05
10571,84,123,4.832666062706571e-05
10572,84,124,4.832666062706571e-05
10573,84,125,4.832666062706571e-05
10574,84,126,4.832666062706571e-05
10575,84,127,4.832666062706571e-05
10576,85,112,4.832666062706571e-05
10577,85,113,4.832666062706571e-05
10578,85,114,4.832666062706571e-05
10579,85,115,4.832666062706571e-05
10580,85,116,4.832666062706571e-05
10581,85,117,4.832666062706571e-05
10582,85,118,4.832666062706571e-05
10583,85,119,4.832666062706571e-05
10584,85,120,4.832666062706571e-05
10585,85,121,4.832666062706571e-05
10586,85,122,4.832666062706571e-05
10587,85,123,4.832666062706571e-05
10588,85,124,4.832666062706571e-05
10589,85,125,4.832666062706571e-05
10590,85,126,4.832666062706571e-05
10591,85,127,4.832666062706571e-05
10592,86,112,4.832666062706571e-05
10593,86,113,4.832666062706571e-05
10594,86,114,4.832666062706571e-05
10595,86,115,4.832666062706571e-05
10596,86,116,4.832666062706571e-05
10597,86,117,4.832666062706571e-05
10598,86,118,4.832666062706571e-05
10599,86,119,4.832666062706571e-05
10600,86,120,4.832666062706571e-05
10601,86,121,4.832666062706571e-05
10602,86,122,4.832666062706571e-05
10603,86,123,4.832666062706571e-05
10604,86,124,4.832666062706571e-05
10605,86,125,4.832666062706571e-05
10606,86,126,4.832666062706571e-05
10607,86,127,4.832666062706571e-05
10608,87,112,4.832666062706571e-05
10609,87,113,4.832666062706571e-05
10610,87,114,4.832666062706571e-05
10611,87,115,4.832666062706571e-05
10612,87,116,4.832666062706571e-05
10613,87,117,4.832666062706571e-05
10614,87,118,4.832666062706571e-05
10615,87,119,4.832666062706571e-05
10616,87,120,4.832666062706571e-05
10617,87,121,4.832666062706571e-05
10618,87,122,4.832666062706571e-05
10619,87,123,4.832666062706571e-05
10620,87,124,4.832666062706571e-05
10621,87,125,4.832666062706571e-05
10622,87,126,4.832666062706571e-05
10623,87,127,4.832666062706571e-05
10624,88,112,4.832666062706571e-05
10625,88,113,4.832666062706571e-05
10626,88,114,4.832666062706571e-05
10627,88,115,4.832666062706571e-05
10628,88,116,4.832666062706571e-05
10629,88,117,4.832666062706571e-05
10630,88,118,4.832666062706571e-05
10631,88,119,4.832666062706571e-05
10632,88,120,4.832666062706571e-05
10633,88,121,4.832666062706571e-05
10634,88,122,4.832666062706571e-05
10635,88,123,4.832666062706571e-05
10636,88,124,4.832666062706571e-05
10637,88,125,4.832666062706571e-05
10638,88,126,4.832666062706571e-05
10639,88,127,4.832666062706571e-05
10640,89,112,4.832666062706571e-05
10641,89,113,4.832666062706571e-05
10642,89,114,4.832666062706571e-05
10643,89,115,4.832666062706571e-05
10644,89,116,4.832666062706571e-05
10645,89,117,4.832666062706571e-05
10646,89,118,4.832666062706571e-05
10647,89,119,4.832666062706571e-05
10648,89,120,4.832666062706571e-05
10649,89,121,4.832666062706571e-05
10650,89,122,4.832666062706571e-05
10651,89,123,4.832666062706571e-05
10652,89,124,4.832666062706571e-05
10653,89,125,4.832666062706571e-05
10654,89,126,4.832666062706571e-05
10655,89,127,4.832666062706571e-05
10656,90,112,4.832666062706571e-05
10657,90,113,4.832666062706571e-05
10658,90,114,4.832666062706571e-05
10659,90,115,4.832666062706571e-05
10660,90,116,4.832666062706571e-05
10661,90,117,4.832666062706571e-05
10662,90,118,4.832666062706571e-05
10663,90,119,4.832666062706571e-05
10664,90,120,4.832666062706571e-05
10665,90,121,4.832666062706571e-05
10666,90,122,4.832666062706571e-05
10667,90,123,4.832666062706571e-05
10668,90,124,4.832666062706571e-05
10669,90,125,4.832666062706571e-05
10670,90,126,4.832666062706571e-05
10671,90,127,4.832666062706571e-05
10672,91,112,4.832666062706571e-05
10673,91,113,4.832666062706571e-05
10674,91,114,4.832666062706571e-05
10675,91,115,4.832666062706571e-05
10676,91,116,4.832666062706571e-05
10677,91,117,4.832666062706571e-05
10678,91,118,4.832666062706571e-05
10679,91,119,4.832666062706571e-05
10680,91,120,4.832666062706571e-05
10681,91,121,4.832666062706571e-05
10682,91,122,4.832666062706571e-05
10683,91,123,4.832666062706571e-05
10684,91,124,4.832666062706571e-05
10685,91,125,4.832666062706571e-05
10686,91,126,4.832666062706571e-05
10687,91,127,4.832666062706571e-05
10688,92,112,4.832666062706571e-05
10689,92,113,4.832666062706571e-05
10690,92,114,4.832666062706571e-05
10691,92,115,4.832666062706571e-05
